h,l,h_eq,l_eq
0.0,1.0,0.0,1.0
0.0,0.9795918367346939,0.0,0.43400000000000005
0.0,0.9591836734693877,0.0,0.4322000000000001
0.0,0.9387755102040817,0.0,0.4262
0.0,0.9183673469387755,0.0,0.41779999999999995
0.0,0.8979591836734694,0.0,0.439
0.0,0.8775510204081632,0.0,0.41800000000000004
0.0,0.8571428571428572,0.0,0.41980000000000006
0.0,0.8367346938775511,0.0,0.40980000000000005
0.0,0.8163265306122449,0.0,0.4272000000000001
0.0,0.7959183673469388,0.0,0.42620000000000013
0.0,0.7755102040816326,0.0,0.4336
0.0,0.7551020408163265,0.0,0.43920000000000003
0.0,0.7346938775510204,0.0,0.43839999999999996
0.0,0.7142857142857143,0.0,0.4286
0.0,0.6938775510204083,0.0,0.43239999999999995
0.0,0.6734693877551021,0.0,0.4202
0.0,0.653061224489796,0.0,0.4023999999999999
0.0,0.6326530612244898,0.0,0.4226
0.0,0.6122448979591837,0.0,0.43999999999999995
0.0,0.5918367346938775,0.0,0.44599999999999995
0.0,0.5714285714285714,0.0,0.42699999999999994
0.0,0.5510204081632654,0.0,0.43260000000000004
0.0,0.5306122448979592,0.0,0.42599999999999993
0.0,0.5102040816326531,0.0,0.41620000000000007
0.0,0.4897959183673469,0.0,0.4108
0.0,0.4693877551020409,0.0,0.42480000000000007
0.0,0.44897959183673475,0.0,0.4166000000000001
0.0,0.4285714285714286,0.0,0.41180000000000005
0.0,0.40816326530612246,0.0,0.43140000000000006
0.0,0.3877551020408164,0.0,0.4384
0.0,0.3673469387755103,0.0,0.4444000000000001
0.0,0.34693877551020413,0.0,0.4336
0.0,0.326530612244898,0.0,0.4232
0.0,0.30612244897959184,0.0,0.4480000000000001
0.0,0.2857142857142858,0.0,0.436
0.0,0.26530612244897966,0.0,0.4262
0.0,0.24489795918367352,0.0,0.4268
0.0,0.22448979591836737,0.0,0.4294
0.0,0.20408163265306134,0.0,0.4244000000000001
0.0,0.1836734693877552,0.0,0.4368000000000001
0.0,0.16326530612244905,0.0,0.43860000000000005
0.0,0.1428571428571429,0.0,0.4114000000000001
0.0,0.12244897959183676,0.0,0.425
0.0,0.10204081632653073,0.0,0.4341999999999999
0.0,0.08163265306122458,0.0,0.4257999999999999
0.0,0.061224489795918435,0.0,0.42560000000000003
0.0,0.04081632653061229,0.0,0.4404
0.0,0.020408163265306145,0.0,0.431
0.0,0.0,0.0,0.0
0.02040816326530612,0.9795918367346939,0.6460000000000001,0.354
0.02040816326530612,0.9591836734693877,0.49959999999999993,0.18279999999999996
0.02040816326530612,0.9387755102040816,0.3764,0.165
0.02040816326530612,0.9183673469387755,0.43940000000000007,0.1198
0.02040816326530612,0.8979591836734694,0.3718,0.1576
0.02040816326530612,0.8775510204081632,0.406,0.13360000000000002
0.02040816326530612,0.8571428571428571,0.4059999999999999,0.1264
0.02040816326530612,0.8367346938775511,0.3782,0.17379999999999998
0.02040816326530612,0.8163265306122449,0.3736,0.16140000000000002
0.02040816326530612,0.7959183673469388,0.2834,0.2088
0.02040816326530612,0.7755102040816326,0.2484,0.23500000000000004
0.02040816326530612,0.7551020408163265,0.3622000000000001,0.1572
0.02040816326530612,0.7346938775510203,0.2602,0.24859999999999996
0.02040816326530612,0.7142857142857143,0.2898,0.2096
0.02040816326530612,0.6938775510204082,0.31579999999999997,0.1822
0.02040816326530612,0.6734693877551021,0.31620000000000004,0.17560000000000003
0.02040816326530612,0.653061224489796,0.275,0.2268
0.02040816326530612,0.6326530612244898,0.3362,0.18500000000000003
0.02040816326530612,0.6122448979591837,0.3439999999999999,0.17740000000000003
0.02040816326530612,0.5918367346938775,0.3282,0.18780000000000002
0.02040816326530612,0.5714285714285714,0.25920000000000004,0.22499999999999998
