h,l,h_eq,l_eq
0.0,1.0,0.0,1.0
0.0,0.9795918367346939,0.0,1.0
0.0,0.9591836734693877,0.0,1.0
0.0,0.9387755102040817,0.0,1.0
0.0,0.9183673469387755,0.0,1.0
0.0,0.8979591836734694,0.0,1.0
0.0,0.8775510204081632,0.0,1.0
0.0,0.8571428571428572,0.0,1.0
0.0,0.8367346938775511,0.0,1.0
0.0,0.8163265306122449,0.0,1.0
0.0,0.7959183673469388,0.0,1.0
0.0,0.7755102040816326,0.0,1.0
0.0,0.7551020408163265,0.0,1.0
0.0,0.7346938775510204,0.0,0.9612
0.0,0.7142857142857143,0.0,0.8876
0.0,0.6938775510204083,0.0,0.7929999999999999
0.0,0.6734693877551021,0.0,0.7678
0.0,0.653061224489796,0.0,0.4832
0.0,0.6326530612244898,0.0,0.41619999999999996
0.0,0.6122448979591837,0.0,0.4416
0.0,0.5918367346938775,0.0,0.39699999999999996
0.0,0.5714285714285714,0.0,0.3863999999999999
0.0,0.5510204081632654,0.0,0.3962
0.0,0.5306122448979592,0.0,0.42239999999999994
0.0,0.5102040816326531,0.0,0.4066
0.0,0.4897959183673469,0.0,0.42239999999999994
0.0,0.4693877551020409,0.0,0.41159999999999997
0.0,0.44897959183673475,0.0,0.42500000000000004
0.0,0.4285714285714286,0.0,0.45
0.0,0.40816326530612246,0.0,0.4118
0.0,0.3877551020408164,0.0,0.42700000000000005
0.0,0.3673469387755103,0.0,0.3968
0.0,0.34693877551020413,0.0,0.2614
0.0,0.326530612244898,0.0,0.14120000000000002
0.0,0.30612244897959184,0.0,0.0298
0.0,0.2857142857142858,0.0,0.0294
0.0,0.26530612244897966,0.0,0.0
0.0,0.24489795918367352,0.0,0.0
0.0,0.22448979591836737,0.0,0.0
0.0,0.20408163265306134,0.0,0.0
0.0,0.1836734693877552,0.0,0.0
0.0,0.16326530612244905,0.0,0.0
0.0,0.1428571428571429,0.0,0.0
0.0,0.12244897959183676,0.0,0.0
0.0,0.10204081632653073,0.0,0.0
0.0,0.08163265306122458,0.0,0.0
0.0,0.061224489795918435,0.0,0.0
0.0,0.04081632653061229,0.0,0.0
0.0,0.020408163265306145,0.0,0.0
0.0,0.0,0.0,0.0
0.02040816326530612,0.9795918367346939,0.0,1.0
0.02040816326530612,0.9591836734693877,0.0,1.0
0.02040816326530612,0.9387755102040816,0.0,1.0
0.02040816326530612,0.9183673469387755,0.0,1.0
0.02040816326530612,0.8979591836734694,0.0,0.9802
0.02040816326530612,0.8775510204081632,0.0,0.9601999999999999
0.02040816326530612,0.8571428571428571,0.0,0.9281999999999999
0.02040816326530612,0.8367346938775511,0.0,0.8704
0.02040816326530612,0.8163265306122449,0.0,0.8109999999999999
0.02040816326530612,0.7959183673469388,0.0,0.7190000000000001
0.02040816326530612,0.7755102040816326,0.0,0.6328
0.02040816326530612,0.7551020408163265,0.0,0.5534
0.02040816326530612,0.7346938775510203,0.0,0.5074
0.02040816326530612,0.7142857142857143,0.0,0.40480000000000005
0.02040816326530612,0.6938775510204082,0.0,0.44079999999999997
0.02040816326530612,0.6734693877551021,0.0,0.42800000000000005
0.02040816326530612,0.653061224489796,0.0,0.3818000000000001
0.02040816326530612,0.6326530612244898,0.0,0.3802
0.02040816326530612,0.6122448979591837,0.0,0.4322000000000001
0.02040816326530612,0.5918367346938775,0.0,0.3782
0.02040816326530612,0.5714285714285714,0.0,0.4226
0.02040816326530612,0.5510204081632653,0.0,0.4154
0.02040816326530612,0.5306122448979592,0.0,0.426
0.02040816326530612,0.5102040816326531,0.0,0.46740000000000004
0.02040816326530612,0.4897959183673469,0.0,0.4364
0.02040816326530612,0.4693877551020408,0.0,0.40419999999999995
0.02040816326530612,0.44897959183673475,0.0,0.40120000000000006
0.02040816326530612,0.4285714285714286,0.0,0.3696
0.02040816326530612,0.40816326530612246,0.0,0.37599999999999995
0.02040816326530612,0.3877551020408163,0.0,0.4228
0.02040816326530612,0.3673469387755103,0.0,0.43199999999999994
0.02040816326530612,0.34693877551020413,0.0,0.4181999999999999
0.02040816326530612,0.326530612244898,0.0,0.3608
0.02040816326530612,0.30612244897959184,0.0,0.3822
0.02040816326530612,0.2857142857142857,0.0,0.3614
0.02040816326530612,0.26530612244897966,0.0,0.3246
0.02040816326530612,0.24489795918367352,0.0,0.23619999999999997
0.02040816326530612,0.22448979591836737,0.0,0.1716
0.02040816326530612,0.20408163265306123,0.0,0.16099999999999998
0.02040816326530612,0.1836734693877552,0.0,0.0892
0.02040816326530612,0.16326530612244905,0.0,0.10060000000000001
0.02040816326530612,0.1428571428571429,0.0,0.031
0.02040816326530612,0.12244897959183676,0.0,0.0298
0.02040816326530612,0.10204081632653061,0.0,0.0102
0.02040816326530612,0.08163265306122458,0.0,0.0
0.02040816326530612,0.061224489795918435,0.0,0.0
0.02040816326530612,0.04081632653061229,0.0,0.0
0.02040816326530612,0.020408163265306145,0.0,0.0
0.02040816326530612,0.0,0.0,0.0
0.04081632653061224,0.9591836734693877,0.0,1.0
0.04081632653061224,0.9387755102040816,0.0,1.0
0.04081632653061224,0.9183673469387754,0.0,1.0
0.04081632653061224,0.8979591836734694,0.0,1.0
0.04081632653061224,0.8775510204081632,0.0,0.9692000000000001
0.04081632653061224,0.8571428571428571,0.0,0.9484
0.04081632653061224,0.836734693877551,0.0,0.8301999999999999
0.04081632653061224,0.8163265306122449,0.0,0.7295999999999999
0.04081632653061224,0.7959183673469388,0.0,0.7368000000000001
0.04081632653061224,0.7755102040816326,0.0,0.5642
0.04081632653061224,0.7551020408163265,0.0,0.5619999999999998
0.04081632653061224,0.7346938775510203,0.0,0.4324
0.04081632653061224,0.7142857142857142,0.0,0.44
0.04081632653061224,0.6938775510204082,0.0,0.39640000000000003
0.04081632653061224,0.673469387755102,0.0,0.3814
0.04081632653061224,0.653061224489796,0.0,0.4044
0.04081632653061224,0.6326530612244898,0.0,0.43260000000000004
0.04081632653061224,0.6122448979591837,0.0,0.41899999999999993
0.04081632653061224,0.5918367346938775,0.0,0.435
0.04081632653061224,0.5714285714285714,0.0,0.41259999999999997
0.04081632653061224,0.5510204081632653,0.0,0.4376
0.04081632653061224,0.5306122448979591,0.0,0.39640000000000003
0.04081632653061224,0.5102040816326531,0.0,0.3996
0.04081632653061224,0.4897959183673469,0.0,0.47620000000000007
0.04081632653061224,0.4693877551020408,0.0,0.4425999999999999
0.04081632653061224,0.44897959183673464,0.0,0.3917999999999999
0.04081632653061224,0.4285714285714286,0.0,0.43799999999999994
0.04081632653061224,0.40816326530612246,0.0,0.36339999999999995
0.04081632653061224,0.3877551020408163,0.0,0.43060000000000004
0.04081632653061224,0.36734693877551017,0.0,0.41700000000000004
0.04081632653061224,0.34693877551020413,0.0,0.4446
0.04081632653061224,0.326530612244898,0.0,0.445
0.04081632653061224,0.30612244897959184,0.0,0.3986
0.04081632653061224,0.2857142857142857,0.0,0.35179999999999995
0.04081632653061224,0.26530612244897955,0.0,0.33640000000000003
0.04081632653061224,0.24489795918367352,0.0,0.2398
0.04081632653061224,0.22448979591836737,0.0,0.221
0.04081632653061224,0.20408163265306123,0.0,0.16820000000000002
0.04081632653061224,0.18367346938775508,0.0,0.07100000000000001
0.04081632653061224,0.16326530612244905,0.0,0.08959999999999999
0.04081632653061224,0.1428571428571429,0.0,0.04019999999999999
0.04081632653061224,0.12244897959183676,0.0,0.0
0.04081632653061224,0.10204081632653061,0.0,0.0
0.04081632653061224,0.08163265306122447,0.0,0.0
0.04081632653061224,0.061224489795918435,0.0,0.0
0.04081632653061224,0.04081632653061229,0.0,0.0
0.04081632653061224,0.020408163265306145,0.0,0.0
0.04081632653061224,0.0,0.0,0.0
0.061224489795918366,0.9387755102040817,0.0,1.0
0.061224489795918366,0.9183673469387755,0.0,1.0
0.061224489795918366,0.8979591836734694,0.0092,0.9908
0.061224489795918366,0.8775510204081634,0.0,1.0
0.061224489795918366,0.8571428571428572,0.0,0.9802
0.061224489795918366,0.8367346938775511,0.0,0.9586000000000001
0.061224489795918366,0.8163265306122449,0.0,0.8896000000000001
0.061224489795918366,0.7959183673469388,0.0,0.7867999999999999
0.061224489795918366,0.7755102040816326,0.0,0.6344
0.061224489795918366,0.7551020408163266,0.0,0.5856
0.061224489795918366,0.7346938775510204,0.0,0.46140000000000003
0.061224489795918366,0.7142857142857143,0.0,0.4866
0.061224489795918366,0.6938775510204082,0.0,0.48139999999999994
0.061224489795918366,0.6734693877551021,0.0,0.3753999999999999
0.061224489795918366,0.653061224489796,0.0,0.40199999999999997
0.061224489795918366,0.6326530612244898,0.0,0.36280000000000007
0.061224489795918366,0.6122448979591837,0.0,0.3782
0.061224489795918366,0.5918367346938775,0.0,0.39360000000000006
0.061224489795918366,0.5714285714285714,0.0,0.3755999999999999
0.061224489795918366,0.5510204081632653,0.0,0.3762
0.061224489795918366,0.5306122448979592,0.0,0.4336
0.061224489795918366,0.5102040816326531,0.0,0.36460000000000004
0.061224489795918366,0.4897959183673469,0.0,0.37140000000000006
0.061224489795918366,0.46938775510204084,0.0,0.3774
0.061224489795918366,0.4489795918367347,0.0,0.42880000000000007
